,StandNumber,Station,YEAR,Name,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_1,Latitude_D,Longitude_,RASTERVALU,FID_,AGENT,SEVERITY,HECT,REGION,COMMENT,Shape_Leng,Shape_Area,StandName,X,StationID,Date,Time,Round,PointCountID
1,1,1,1998,1_1,0,1,23,14585.58414,1,60.24475,-123.44312,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,8,1,"Tuesday, June 09, 1998",414,1,8
2,1,1,1998,1_1,0,1,23,14585.58414,1,60.24475,-123.44312,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,1,1,"Saturday, June 20, 1998",402,2,1
3,1,1,1999,1_1,0,1,29,16509.41526,1,60.24475,-123.44312,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,3,1,"Tuesday, June 22, 1999",421,2,3
4,1,1,1999,1_1,0,1,29,16509.41526,1,60.24475,-123.44312,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,2,1,"Wednesday, June 16, 1999",400,1,2
5,1,1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"Saturday, June 10, 2000",453,1,4
6,1,1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"Friday, June 16, 2000",419,2,5
7,1,1,2001,1_1,0,1,1282,0,1,60.24475,-123.44312,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,7,1,"Monday, June 25, 2001",445,2,7
8,1,1,2001,1_1,0,1,1282,0,1,60.24475,-123.44312,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,6,1,"Wednesday, June 06, 2001",440,1,6
9,1,1,2002,1_1,0,1,3101,0,1,60.24475,-123.44312,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,10,1,"Tuesday, June 18, 2002",747,2,1749
10,1,1,2002,1_1,0,1,3101,0,1,60.24475,-123.44312,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,9,1,"Tuesday, June 11, 2002",441,1,1567
11,1,1,2003,1_1,0,1,283,2504.843026,1,60.24475,-123.44312,1,283,SBW,L,1546.418736,Dehcho,NA,53147.8131,15464187.36,,NA,NA,NA,NA,NA,NA
12,1,1,2004,1_1,0,1,0,542281.9277,1,60.24475,-123.44312,1,0,SBW,M,188.878788,Wood Buffalo,NA,5432.852883,1888787.88,,NA,NA,NA,NA,NA,NA
13,1,1,2005,1_1,0,1,26,22752.3592,1,60.24475,-123.44312,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,11,1,"Monday, June 13, 2005",526,1,2069
14,1,1,2005,1_1,0,1,26,22752.3592,1,60.24475,-123.44312,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,12,1,"Saturday, June 25, 2005",504,2,2327
15,1,1,2008,1_1,0,1,74,30545.69439,1,60.24475,-123.44312,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,14,1,"Friday, June 20, 2008",512,2,2810
16,1,1,2008,1_1,0,1,74,30545.69439,1,60.24475,-123.44312,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,13,1,"Thursday, June 12, 2008",846,1,2570
17,1,1,2009,1_1,0,1,35,175242.7761,1,60.24475,-123.44312,1,35,SBW,M,12.14751471,Dehcho,NA,1845.613194,121475.1471,,NA,NA,NA,NA,NA,NA
18,1,1,2010,1_1,0,1,259,175215.318,1,60.24475,-123.44312,1,259,SBW,M,19.93695031,Dehcho,NA,1692.511586,199369.5031,,NA,NA,NA,NA,NA,NA
19,1,1,2011,1_1,0,1,5,178071.5144,1,60.24475,-123.44312,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,15,1,"Sunday, June 05, 2011",450,1,3088
20,1,1,2011,1_1,0,1,5,178071.5144,1,60.24475,-123.44312,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,16,1,"Wednesday, June 15, 2011",451,2,3521
21,1,1,2012,1_1,0,1,317,180283.0216,1,60.24475,-123.44312,1,317,SBW,M,86.50976161,Nahanni,NA,3656.576227,865097.6161,,NA,NA,NA,NA,NA,NA
22,1,1,2013,1_1,0,1,310,163436.9428,1,60.24475,-123.44312,1,310,SBW,M,41.18462402,Dehcho,NA,2633.332356,411846.2402,,NA,NA,NA,NA,NA,NA
23,1,1,2014,1_1,0,1,273,103726.8394,1,60.24475,-123.44312,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,18,1,"Monday, June 16, 2014",457,2,4081
24,1,1,2014,1_1,0,1,273,103726.8394,1,60.24475,-123.44312,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,17,1,"Friday, June 06, 2014",518,1,3703
25,1,1,2015,1_1,0,1,31,178218.8189,1,60.24475,-123.44312,1,31,SBW,L,60.49094005,Dehcho,NA,3064.234252,606680.6982,,NA,NA,NA,NA,NA,NA
26,1,1,2016,1_1,0,1,37,0,1,60.24475,-123.44312,1,37,SBW,M,1659.34,Dehcho,NA,35253.29119,16593387.18,,NA,NA,NA,NA,NA,NA
27,1,1,2017,1_1,0,1,109,0,1,60.24475,-123.44312,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,19,1,"Thursday, June 08, 2017",622,1,4165
28,1,1,2017,1_1,0,1,109,0,1,60.24475,-123.44312,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,20,1,"Saturday, June 24, 2017",509,2,4244
29,1,2,1998,1_2,0,2,23,14825.14855,2,60.24484,-123.4383,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,27,2,"Saturday, June 20, 1998",449,2,15
30,1,2,1998,1_2,0,2,23,14825.14855,2,60.24484,-123.4383,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,21,2,"Tuesday, June 09, 1998",459,1,9
31,1,2,1999,1_2,0,2,29,16754.12,2,60.24484,-123.4383,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,28,2,"Wednesday, June 16, 1999",442,1,16
32,1,2,1999,1_2,0,2,29,16754.12,2,60.24484,-123.4383,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,26,2,"Tuesday, June 22, 1999",508,2,14
33,1,2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,"Friday, June 16, 2000",456,2,12
34,1,2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,"Saturday, June 10, 2000",513,1,13
35,1,2,2001,1_2,0,2,1282,0,2,60.24484,-123.4383,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,22,2,"Monday, June 25, 2001",545,2,10
36,1,2,2001,1_2,0,2,1282,0,2,60.24484,-123.4383,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,23,2,"Wednesday, June 06, 2001",529,1,11
37,1,2,2002,1_2,0,2,3101,0,2,60.24484,-123.4383,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,29,2,"Tuesday, June 11, 2002",524,1,1568
38,1,2,2002,1_2,0,2,3101,0,2,60.24484,-123.4383,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,30,2,"Tuesday, June 18, 2002",711,2,1748
39,1,2,2003,1_2,0,2,283,2320.202974,2,60.24484,-123.4383,1,283,SBW,L,1546.418736,Dehcho,NA,53147.8131,15464187.36,,NA,NA,NA,NA,NA,NA
40,1,2,2004,1_2,0,2,0,542018.9836,2,60.24484,-123.4383,1,0,SBW,M,188.878788,Wood Buffalo,NA,5432.852883,1888787.88,,NA,NA,NA,NA,NA,NA
41,1,2,2005,1_2,0,2,26,22495.18668,2,60.24484,-123.4383,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,32,2,"Saturday, June 25, 2005",541,2,2328
42,1,2,2005,1_2,0,2,26,22495.18668,2,60.24484,-123.4383,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,31,2,"Monday, June 13, 2005",546,1,2070
43,1,2,2008,1_2,0,2,74,30325.842,2,60.24484,-123.4383,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,33,2,"Thursday, June 12, 2008",804,1,2696
44,1,2,2008,1_2,0,2,74,30325.842,2,60.24484,-123.4383,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,34,2,"Friday, June 20, 2008",602,2,2811
45,1,2,2009,1_2,0,2,35,175387.4021,2,60.24484,-123.4383,1,35,SBW,M,12.14751471,Dehcho,NA,1845.613194,121475.1471,,NA,NA,NA,NA,NA,NA
46,1,2,2010,1_2,0,2,259,175357.193,2,60.24484,-123.4383,1,259,SBW,M,19.93695031,Dehcho,NA,1692.511586,199369.5031,,NA,NA,NA,NA,NA,NA
47,1,2,2011,1_2,0,2,5,178226.3963,2,60.24484,-123.4383,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,35,2,"Sunday, June 05, 2011",600,1,3089
48,1,2,2011,1_2,0,2,5,178226.3963,2,60.24484,-123.4383,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,36,2,"Wednesday, June 15, 2011",543,2,3522
49,1,2,2012,1_2,0,2,317,180453.7466,2,60.24484,-123.4383,1,317,SBW,M,86.50976161,Nahanni,NA,3656.576227,865097.6161,,NA,NA,NA,NA,NA,NA
50,1,2,2013,1_2,0,2,310,163273.8333,2,60.24484,-123.4383,1,310,SBW,M,41.18462402,Dehcho,NA,2633.332356,411846.2402,,NA,NA,NA,NA,NA,NA
51,1,2,2014,1_2,0,2,273,103752.6291,2,60.24484,-123.4383,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,38,2,"Monday, June 16, 2014",543,2,4082
52,1,2,2014,1_2,0,2,273,103752.6291,2,60.24484,-123.4383,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,37,2,"Friday, June 06, 2014",600,1,3704
53,1,2,2015,1_2,0,2,31,178093.8605,2,60.24484,-123.4383,1,31,SBW,L,60.49094005,Dehcho,NA,3064.234252,606680.6982,,NA,NA,NA,NA,NA,NA
54,1,2,2016,1_2,0,2,37,0,2,60.24484,-123.4383,1,37,SBW,M,1659.34,Dehcho,NA,35253.29119,16593387.18,,NA,NA,NA,NA,NA,NA
55,1,2,2017,1_2,0,2,109,0,2,60.24484,-123.4383,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,40,2,"Saturday, June 24, 2017",540,2,4245
56,1,2,2017,1_2,0,2,109,0,2,60.24484,-123.4383,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,39,2,"Thursday, June 08, 2017",456,1,4169
57,1,3,1998,1_3,0,3,23,15305.99375,3,60.24537,-123.42901,14,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,47,3,"Saturday, June 20, 1998",538,2,23
58,1,3,1998,1_3,0,3,23,15305.99375,3,60.24537,-123.42901,14,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,44,3,"Tuesday, June 09, 1998",551,1,20
59,1,3,1999,1_3,0,3,29,17242.5582,3,60.24537,-123.42901,14,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,48,3,"Tuesday, June 22, 1999",604,2,24
60,1,3,1999,1_3,0,3,29,17242.5582,3,60.24537,-123.42901,14,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,45,3,"Wednesday, June 16, 1999",526,1,21
61,1,3,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3,"Friday, June 16, 2000",549,2,17
62,1,3,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3,"Saturday, June 10, 2000",539,1,18
63,1,3,2001,1_3,0,3,1282,0,3,60.24537,-123.42901,14,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,46,3,"Wednesday, June 06, 2001",620,1,22
64,1,3,2001,1_3,0,3,1282,0,3,60.24537,-123.42901,14,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,43,3,"Monday, June 25, 2001",610,2,19
65,1,3,2002,1_3,0,3,3101,0,3,60.24537,-123.42901,14,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,50,3,"Tuesday, June 18, 2002",631,2,1747
66,1,3,2002,1_3,0,3,3101,0,3,60.24537,-123.42901,14,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,49,3,"Tuesday, June 11, 2002",605,1,1569
67,1,3,2003,1_3,0,3,283,1980.106432,3,60.24537,-123.42901,14,283,SBW,L,1546.418736,Dehcho,NA,53147.8131,15464187.36,,NA,NA,NA,NA,NA,NA
68,1,3,2004,1_3,0,3,0,541509.5554,3,60.24537,-123.42901,14,0,SBW,M,188.878788,Wood Buffalo,NA,5432.852883,1888787.88,,NA,NA,NA,NA,NA,NA
69,1,3,2005,1_3,0,3,26,22006.98826,3,60.24537,-123.42901,14,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,52,3,"Saturday, June 25, 2005",620,2,2329
70,1,3,2005,1_3,0,3,26,22006.98826,3,60.24537,-123.42901,14,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,51,3,"Monday, June 13, 2005",608,1,2071
71,1,3,2008,1_3,0,3,74,29924.75481,3,60.24537,-123.42901,14,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,54,3,"Friday, June 20, 2008",707,2,2812
72,1,3,2008,1_3,0,3,74,29924.75481,3,60.24537,-123.42901,14,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,53,3,"Thursday, June 12, 2008",706,1,2695
73,1,3,2009,1_3,0,3,35,175635.1044,3,60.24537,-123.42901,14,35,SBW,M,12.14751471,Dehcho,NA,1845.613194,121475.1471,,NA,NA,NA,NA,NA,NA
74,1,3,2010,1_3,0,3,259,175599.324,3,60.24537,-123.42901,14,259,SBW,M,19.93695031,Dehcho,NA,1692.511586,199369.5031,,NA,NA,NA,NA,NA,NA
75,1,3,2011,1_3,0,3,5,178494.9198,3,60.24537,-123.42901,14,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,55,3,"Sunday, June 05, 2011",626,1,3090
76,1,3,2011,1_3,0,3,5,178494.9198,3,60.24537,-123.42901,14,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,56,3,"Wednesday, June 15, 2011",631,2,3523
77,1,3,2012,1_3,0,3,317,180754.6651,3,60.24537,-123.42901,14,317,SBW,M,86.50976161,Nahanni,NA,3656.576227,865097.6161,,NA,NA,NA,NA,NA,NA
78,1,3,2013,1_3,0,3,310,162928.5118,3,60.24537,-123.42901,14,310,SBW,M,41.18462402,Dehcho,NA,2633.332356,411846.2402,,NA,NA,NA,NA,NA,NA
79,1,3,2014,1_3,0,3,273,103765.4207,3,60.24537,-123.42901,14,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,58,3,"Monday, June 16, 2014",632,2,4083
80,1,3,2014,1_3,0,3,273,103765.4207,3,60.24537,-123.42901,14,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,57,3,"Friday, June 06, 2014",649,1,3705
81,1,3,2015,1_3,0,3,31,177818.6761,3,60.24537,-123.42901,14,31,SBW,L,60.49094005,Dehcho,NA,3064.234252,606680.6982,,NA,NA,NA,NA,NA,NA
82,1,3,2016,1_3,0,3,37,0,3,60.24537,-123.42901,14,37,SBW,M,1659.34,Dehcho,NA,35253.29119,16593387.18,,NA,NA,NA,NA,NA,NA
83,1,3,2017,1_3,0,3,109,0,3,60.24537,-123.42901,14,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,59,3,"Thursday, June 08, 2017",712,1,4166
84,1,3,2017,1_3,0,3,109,0,3,60.24537,-123.42901,14,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,60,3,"Saturday, June 24, 2017",630,2,4246
85,2,1,1998,2_1,0,4,23,16345.00164,4,60.24965,-123.41201,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,67,4,"Saturday, June 20, 1998",643,2,31
86,2,1,1998,2_1,0,4,23,16345.00164,4,60.24965,-123.41201,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,68,4,"Tuesday, June 09, 1998",621,1,32
87,2,1,1999,2_1,0,4,29,18279.55417,4,60.24965,-123.41201,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,66,4,"Wednesday, June 16, 1999",636,1,30
88,2,1,1999,2_1,0,4,29,18279.55417,4,60.24965,-123.41201,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,65,4,"Tuesday, June 22, 1999",643,2,29
89,2,1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,4,"Friday, June 16, 2000",614,2,27
90,2,1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,4,"Saturday, June 10, 2000",735,1,28
91,2,1,2001,2_1,0,4,1282,0,4,60.24965,-123.41201,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,62,4,"Monday, June 25, 2001",715,2,26
92,2,1,2001,2_1,0,4,1282,0,4,60.24965,-123.41201,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,61,4,"Wednesday, June 06, 2001",726,1,25
93,2,1,2002,2_1,0,4,3101,0,4,60.24965,-123.41201,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,69,4,"Tuesday, June 11, 2002",657,1,1562
94,2,1,2002,2_1,0,4,3101,0,4,60.24965,-123.41201,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,70,4,"Tuesday, June 18, 2002",539,2,1754
95,2,1,2003,2_1,0,4,283,1246.803311,4,60.24965,-123.41201,1,283,SBW,L,1546.418736,Dehcho,NA,53147.8131,15464187.36,,NA,NA,NA,NA,NA,NA
96,2,1,2004,2_1,0,4,0,540553.1746,4,60.24965,-123.41201,1,0,SBW,M,188.878788,Wood Buffalo,NA,5432.852883,1888787.88,,NA,NA,NA,NA,NA,NA
97,2,1,2005,2_1,0,4,26,21189.97468,4,60.24965,-123.41201,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,72,4,"Saturday, June 25, 2005",710,2,2330
98,2,1,2005,2_1,0,4,26,21189.97468,4,60.24965,-123.41201,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,71,4,"Tuesday, June 14, 2005",528,1,2175
99,2,1,2008,2_1,0,4,74,29399.38772,4,60.24965,-123.41201,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,73,4,"Thursday, June 12, 2008",449,1,2572
100,2,1,2008,2_1,0,4,74,29399.38772,4,60.24965,-123.41201,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,74,4,"Friday, June 20, 2008",745,2,2813
101,2,1,2009,2_1,0,4,35,175797.1778,4,60.24965,-123.41201,1,35,SBW,M,12.14751471,Dehcho,NA,1845.613194,121475.1471,,NA,NA,NA,NA,NA,NA
102,2,1,2010,2_1,0,4,259,175748.6161,4,60.24965,-123.41201,1,259,SBW,M,19.93695031,Dehcho,NA,1692.511586,199369.5031,,NA,NA,NA,NA,NA,NA
103,2,1,2011,2_1,0,4,5,178705.2664,4,60.24965,-123.41201,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,76,4,"Wednesday, June 15, 2011",730,2,3524
104,2,1,2011,2_1,0,4,5,178705.2664,4,60.24965,-123.41201,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,75,4,"Sunday, June 05, 2011",729,1,3110
105,2,1,2012,2_1,0,4,317,181042.1196,4,60.24965,-123.41201,1,317,SBW,M,86.50976161,Nahanni,NA,3656.576227,865097.6161,,NA,NA,NA,NA,NA,NA
106,2,1,2013,2_1,0,4,310,162004.2526,4,60.24965,-123.41201,1,310,SBW,M,41.18462402,Dehcho,NA,2633.332356,411846.2402,,NA,NA,NA,NA,NA,NA
107,2,1,2014,2_1,0,4,273,103436.0856,4,60.24965,-123.41201,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,77,4,"Friday, June 06, 2014",722,1,3706
108,2,1,2014,2_1,0,4,273,103436.0856,4,60.24965,-123.41201,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,78,4,"Monday, June 16, 2014",741,2,4084
109,2,1,2015,2_1,0,4,31,176990.7813,4,60.24965,-123.41201,1,31,SBW,L,60.49094005,Dehcho,NA,3064.234252,606680.6982,,NA,NA,NA,NA,NA,NA
110,2,1,2016,2_1,0,4,37,394.2934373,4,60.24965,-123.41201,1,37,SBW,M,1659.34,Dehcho,NA,35253.29119,16593387.18,,NA,NA,NA,NA,NA,NA
111,2,1,2017,2_1,0,4,109,0,4,60.24965,-123.41201,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,79,4,"Thursday, June 08, 2017",830,1,4172
112,2,1,2017,2_1,0,4,109,0,4,60.24965,-123.41201,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,80,4,"Saturday, June 24, 2017",743,2,4249
113,2,2,1998,2_2,0,5,23,16655.44049,5,60.25211,-123.40809,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,81,5,"Saturday, June 20, 1998",706,2,33
114,2,2,1998,2_2,0,5,23,16655.44049,5,60.25211,-123.40809,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,88,5,"Tuesday, June 09, 1998",645,1,40
115,2,2,1999,2_2,0,5,29,18583.10595,5,60.25211,-123.40809,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,83,5,"Tuesday, June 22, 1999",707,2,35
116,2,2,1999,2_2,0,5,29,18583.10595,5,60.25211,-123.40809,1,29,SBW,L,27243.95255,Dehcho,NA,232170.4711,262812502.2,,82,5,"Wednesday, June 16, 1999",700,1,34
117,2,2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,5,"Saturday, June 10, 2000",711,1,36
118,2,2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,5,"Friday, June 16, 2000",637,2,37
119,2,2,2001,2_2,0,5,1282,0,5,60.25211,-123.40809,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,86,5,"Wednesday, June 06, 2001",752,1,38
120,2,2,2001,2_2,0,5,1282,0,5,60.25211,-123.40809,1,1282,SBW,M,3244.303299,Dehcho,NA,39404.57163,31303356.65,,87,5,"Monday, June 25, 2001",738,2,39
121,2,2,2002,2_2,0,5,3101,0,5,60.25211,-123.40809,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,89,5,"Tuesday, June 11, 2002",716,1,1563
122,2,2,2002,2_2,0,5,3101,0,5,60.25211,-123.40809,1,3101,SBW,S,4606.88544,Dehcho,NA,76361.91356,44452538.73,,90,5,"Tuesday, June 18, 2002",518,2,1755
123,2,2,2003,2_2,0,5,283,986.8522971,5,60.25211,-123.40809,1,283,SBW,L,1546.418736,Dehcho,NA,53147.8131,15464187.36,,NA,NA,NA,NA,NA,NA
124,2,2,2004,2_2,0,5,0,540322.067,5,60.25211,-123.40809,1,0,SBW,M,188.878788,Wood Buffalo,NA,5432.852883,1888787.88,,NA,NA,NA,NA,NA,NA
125,2,2,2005,2_2,0,5,26,21040.22816,5,60.25211,-123.40809,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,92,5,"Saturday, June 25, 2005",733,2,2331
126,2,2,2005,2_2,0,5,26,21040.22816,5,60.25211,-123.40809,1,26,SBW,L,465.9781707,Dehcho,NA,13452.79641,4495550.15,,91,5,"Tuesday, June 14, 2005",552,1,2176
127,2,2,2008,2_2,0,5,74,29373.00436,5,60.25211,-123.40809,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,94,5,"Friday, June 20, 2008",810,2,2814
128,2,2,2008,2_2,0,5,74,29373.00436,5,60.25211,-123.40809,1,74,SBW,M,375.8485855,Dehcho,NA,11995.89366,3624725.27,,93,5,"Thursday, June 12, 2008",516,1,2573
129,2,2,2009,2_2,0,5,35,175704.744,5,60.25211,-123.40809,1,35,SBW,M,12.14751471,Dehcho,NA,1845.613194,121475.1471,,NA,NA,NA,NA,NA,NA
130,2,2,2010,2_2,0,5,259,175652.0652,5,60.25211,-123.40809,1,259,SBW,M,19.93695031,Dehcho,NA,1692.511586,199369.5031,,NA,NA,NA,NA,NA,NA
131,2,2,2011,2_2,0,5,5,178628.5644,5,60.25211,-123.40809,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,96,5,"Wednesday, June 15, 2011",800,2,3525
132,2,2,2011,2_2,0,5,5,178628.5644,5,60.25211,-123.40809,1,5,SBW,M,434.1778474,Nahanni,NA,11883.65945,4205942.014,,95,5,"Sunday, June 05, 2011",801,1,3111
133,2,2,2012,2_2,0,5,317,180991.2436,5,60.25211,-123.40809,1,317,SBW,M,86.50976161,Nahanni,NA,3656.576227,865097.6161,,NA,NA,NA,NA,NA,NA
134,2,2,2013,2_2,0,5,310,161660.3063,5,60.25211,-123.40809,1,310,SBW,M,41.18462402,Dehcho,NA,2633.332356,411846.2402,,NA,NA,NA,NA,NA,NA
135,2,2,2014,2_2,0,5,273,103201.7219,5,60.25211,-123.40809,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,98,5,"Monday, June 16, 2014",806,2,4085
136,2,2,2014,2_2,0,5,273,103201.7219,5,60.25211,-123.40809,1,273,SBW,M,15.16272853,Nahanni National Park,Eastern Spruce Budworm,1977.534046,146728.7592,,97,5,"Friday, June 06, 2014",743,1,3707
137,2,2,2015,2_2,0,5,31,176654.7065,5,60.25211,-123.40809,1,31,SBW,L,60.49094005,Dehcho,NA,3064.234252,606680.6982,,NA,NA,NA,NA,NA,NA
138,2,2,2016,2_2,0,5,37,402.3577543,5,60.25211,-123.40809,1,37,SBW,M,1659.34,Dehcho,NA,35253.29119,16593387.18,,NA,NA,NA,NA,NA,NA
139,2,2,2017,2_2,0,5,109,0,5,60.25211,-123.40809,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,100,5,"Saturday, June 24, 2017",815,2,4251
140,2,2,2017,2_2,0,5,109,0,5,60.25211,-123.40809,1,109,SBW,M,3496.398046,Dehcho,NA,55389.35078,33901241.15,,99,5,"Thursday, June 08, 2017",901,1,4173
141,2,3,1998,2_3,0,6,23,17004.29355,6,60.25641,-123.4053,1,23,SBW,L,13491.7968,Dehcho,NA,162130.3217,130135122.7,,105,6,"Tuesday, June 09, 1998",710,1,45
